  N levels =   24          CBMF=    21.601     SST=    6.46 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.980       2.987238     0.048    0.00       0.905
    950.0    -1.118       2.827463     0.051    0.00       1.419
    900.0    -4.903       2.011807     0.053    0.00       1.439
    850.0    -8.456       1.344745     0.056    0.00       1.513
    800.0   -12.114       0.852994     0.057    0.00       1.610
    750.0   -15.912       0.461309     0.059    0.00       1.590
    700.0   -19.933       0.215564     0.060    0.00       1.485
    650.0   -24.336       0.110066     0.061    0.00       1.335
    600.0   -29.221       0.060267     0.063    0.00       1.139
    550.0   -34.624       0.024732     0.066    0.00       0.751
    500.0   -40.664       0.019088     0.069    0.00       0.598
    450.0   -47.332       0.016163     0.073    0.00       0.548
    400.0   -54.650       0.013824     0.077    0.00       0.426
    350.0   -62.740       0.013359     0.085    0.00       0.392
    300.0   -71.319       0.004446     0.096    0.00       0.114
    250.0   -74.967       0.003053     0.117    0.00       0.035
    200.0   -73.595       0.001000     0.153    0.00       0.018
    150.0   -74.150       0.001000     0.202    0.00       0.002
    100.0   -72.281       0.001000     0.405    0.00      -0.001
     80.0   -68.806       0.001000     0.755    0.00      -0.007
     60.0   -61.054       0.001000     2.042    0.00      -0.020
     40.0   -50.762       0.001000     5.238    0.00      -0.037
     30.0   -42.491       0.001000     8.440    0.00      -0.050
     25.0   -26.079       0.001000    10.124    0.00      -0.080
