 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 23.839                 14.673                  0.787              
   950.000                 19.615                 14.410                  0.972              
   900.000                 17.810                 11.281                  0.813              
   850.000                 15.205                  9.433                  0.773              
   800.000                 12.680                  7.664                  0.720              
   750.000                 10.079                  6.272                  0.678              
   700.000                  7.109                  5.148                  0.642              
   650.000                  3.790                  4.196                  0.605              
   600.000                  0.034                  3.386                  0.561              
   550.000                 -4.276                  2.576                  0.542              
   500.000                 -8.557                  1.815                  0.530              
   450.000                -13.714                  1.275                  0.520              
   400.000                -19.765                  0.633                  0.469              
   350.000                -27.092                  0.315                  0.334              
   300.000                -35.994                  0.175                  0.318              
   250.000                -46.781                  0.108                  0.566              
   200.000                -59.874                  0.034                  1.008              
   150.000                -71.671                  0.005                  0.923              
   100.000                -69.000                  0.001                  0.075              
    80.000                -66.256                  0.001                  0.049              
    60.000                -59.417                  0.001                  0.022              
    40.000                -49.329                  0.001                  0.008              
    30.000                -41.331                  0.001                  0.004              
    25.000                -26.728                  0.001                  0.001              
