 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.001                  2.994                  0.624              
   950.000                 -1.096                  2.834                  0.796              
   900.000                 -4.879                  2.017                  0.732              
   850.000                 -8.433                  1.349                  0.636              
   800.000                -12.092                  0.855                  0.526              
   750.000                -15.885                  0.455                  0.387              
   700.000                -19.889                  0.215                  0.274              
   650.000                -24.300                  0.113                  0.207              
   600.000                -29.194                  0.062                  0.173              
   550.000                -34.595                  0.025                  0.139              
   500.000                -40.633                  0.019                  0.177              
   450.000                -47.300                  0.016                  0.286              
   400.000                -54.617                  0.014                  0.505              
   350.000                -62.705                  0.013                  0.958              
   300.000                -71.293                  0.004                  1.000              
   250.000                -74.957                  0.003                  1.000              
   200.000                -73.581                  0.001                  0.201              
   150.000                -74.136                  0.001                  0.169              
   100.000                -72.269                  0.001                  0.091              
    80.000                -68.794                  0.001                  0.047              
    60.000                -61.043                  0.001                  0.013              
    40.000                -50.753                  0.001                  0.003              
    30.000                -42.482                  0.001                  0.001              
    25.000                -26.065                  0.001                  0.000              
