 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.981                  2.989                  0.683              
   950.000                 -1.116                  2.829                  0.859              
   900.000                 -4.900                  2.011                  0.759              
   850.000                 -8.455                  1.345                  0.692              
   800.000                -12.116                  0.850                  0.606              
   750.000                -15.906                  0.447                  0.502              
   700.000                -19.899                  0.219                  0.417              
   650.000                -24.330                  0.117                  0.363              
   600.000                -29.229                  0.064                  0.330              
   550.000                -34.627                  0.025                  0.301              
   500.000                -40.663                  0.019                  0.322              
   450.000                -47.330                  0.016                  0.398              
   400.000                -54.648                  0.014                  0.532              
   350.000                -62.736                  0.013                  0.806              
   300.000                -71.316                  0.004                  0.865              
   250.000                -74.966                  0.003                  0.871              
   200.000                -73.594                  0.001                  0.342              
   150.000                -74.149                  0.001                  0.291              
   100.000                -72.280                  0.001                  0.168              
    80.000                -68.805                  0.001                  0.034              
    60.000                -61.053                  0.001                  0.008              
    40.000                -50.761                  0.001                  0.002              
    30.000                -42.490                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
