 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.734                  3.371                  0.646              
   950.000                  0.645                  3.196                  0.815              
   900.000                 -3.195                  2.382                  0.745              
   850.000                 -6.745                  1.647                  0.668              
   800.000                -10.331                  1.039                  0.554              
   750.000                -13.982                  0.530                  0.406              
   700.000                -17.860                  0.294                  0.291              
   650.000                -22.262                  0.130                  0.218              
   600.000                -27.027                  0.085                  0.176              
   550.000                -32.426                  0.046                  0.158              
   500.000                -38.392                  0.022                  0.189              
   450.000                -45.064                  0.024                  0.332              
   400.000                -52.479                  0.026                  0.571              
   350.000                -60.716                  0.017                  0.731              
   300.000                -69.588                  0.006                  0.984              
   250.000                -74.212                  0.003                  1.005              
   200.000                -72.967                  0.001                  0.177              
   150.000                -74.002                  0.001                  0.143              
   100.000                -73.080                  0.001                  0.084              
    80.000                -70.509                  0.001                  0.048              
    60.000                -64.076                  0.001                  0.015              
    40.000                -55.438                  0.001                  0.004              
    30.000                -48.965                  0.001                  0.001              
    25.000                -37.497                  0.001                  0.000              
