 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.642                  3.365                  0.709              
   950.000                  0.559                  3.190                  0.886              
   900.000                 -3.222                  2.375                  0.770              
   850.000                 -6.729                  1.626                  0.712              
   800.000                -10.324                  1.051                  0.625              
   750.000                -14.056                  0.582                  0.523              
   700.000                -17.979                  0.281                  0.441              
   650.000                -22.338                  0.150                  0.381              
   600.000                -27.181                  0.075                  0.339              
   550.000                -32.561                  0.035                  0.317              
   500.000                -38.625                  0.025                  0.335              
   450.000                -45.326                  0.022                  0.419              
   400.000                -52.610                  0.016                  0.536              
   350.000                -60.678                  0.013                  0.614              
   300.000                -69.636                  0.006                  0.730              
   250.000                -74.054                  0.004                  0.811              
   200.000                -71.859                  0.001                  0.376              
   150.000                -72.277                  0.001                  0.316              
   100.000                -70.678                  0.001                  0.170              
    80.000                -67.491                  0.001                  0.025              
    60.000                -60.010                  0.001                  0.008              
    40.000                -50.041                  0.001                  0.002              
    30.000                -42.047                  0.001                  0.001              
    25.000                -26.188                  0.001                  0.000              
