  N levels =   24          CBMF=    20.336     SST=    7.78 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.642       3.364582     0.048    0.00       1.486
    950.0     0.559       3.190366     0.051    0.00       1.512
    900.0    -3.222       2.374840     0.053    0.00       1.641
    850.0    -6.729       1.626125     0.056    0.00       1.593
    800.0   -10.324       1.050821     0.057    0.00       1.655
    750.0   -14.056       0.581572     0.059    0.00       1.637
    700.0   -17.979       0.280523     0.060    0.00       1.572
    650.0   -22.338       0.149657     0.061    0.00       1.478
    600.0   -27.181       0.075373     0.063    0.00       1.357
    550.0   -32.561       0.035374     0.066    0.00       1.231
    500.0   -38.625       0.025138     0.069    0.00       1.198
    450.0   -45.326       0.021577     0.073    0.00       1.253
    400.0   -52.610       0.016044     0.077    0.00       1.190
    350.0   -60.678       0.013044     0.085    0.00       1.135
    300.0   -69.636       0.005697     0.096    0.00       0.895
    250.0   -74.054       0.003519     0.117    0.00       0.639
    200.0   -71.859       0.001000     0.153    0.00       0.417
    150.0   -72.277       0.001000     0.202    0.00       0.221
    100.0   -70.678       0.001000     0.405    0.00       0.014
     80.0   -67.491       0.001000     0.755    0.00      -0.014
     60.0   -60.010       0.001000     2.042    0.00      -0.033
     40.0   -50.041       0.001000     5.238    0.00      -0.058
     30.0   -42.047       0.001000     8.440    0.00      -0.078
     25.0   -26.188       0.001000    10.124    0.00      -0.117
