  N levels =   24          CBMF=    19.203     SST=    9.90 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     7.063       4.148881     0.048    0.00       1.650
    950.0     2.973       3.966363     0.051    0.00       1.553
    900.0    -0.684       3.154566     0.053    0.00       1.709
    850.0    -4.161       2.257244     0.056    0.00       1.612
    800.0    -7.673       1.427027     0.057    0.00       1.657
    750.0   -11.171       0.749711     0.059    0.00       1.648
    700.0   -14.964       0.357381     0.060    0.00       1.606
    650.0   -19.192       0.164378     0.061    0.00       1.538
    600.0   -23.902       0.077665     0.063    0.00       1.450
    550.0   -29.177       0.041393     0.066    0.00       1.370
    500.0   -35.083       0.026855     0.069    0.00       1.380
    450.0   -41.675       0.022103     0.073    0.00       1.459
    400.0   -49.021       0.022576     0.077    0.00       1.436
    350.0   -57.269       0.021036     0.085    0.00       1.379
    300.0   -66.383       0.009214     0.096    0.00       1.161
    250.0   -73.123       0.004062     0.117    0.00       0.851
    200.0   -69.904       0.001000     0.153    0.00       0.550
    150.0   -70.165       0.001000     0.202    0.00       0.287
    100.0   -68.780       0.001000     0.405    0.00       0.013
     80.0   -65.787       0.001000     0.755    0.00      -0.025
     60.0   -58.613       0.001000     2.042    0.00      -0.048
     40.0   -48.994       0.001000     5.238    0.00      -0.080
     30.0   -41.410       0.001000     8.440    0.00      -0.106
     25.0   -26.358       0.001000    10.124    0.00      -0.155
