 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.210                  3.048                  0.671              
   950.000                 -0.887                  2.890                  0.845              
   900.000                 -4.651                  2.060                  0.748              
   850.000                 -8.197                  1.374                  0.674              
   800.000                -11.837                  0.863                  0.573              
   750.000                -15.610                  0.467                  0.449              
   700.000                -19.602                  0.246                  0.351              
   650.000                -24.062                  0.136                  0.284              
   600.000                -28.966                  0.066                  0.242              
   550.000                -34.325                  0.026                  0.214              
   500.000                -40.353                  0.020                  0.242              
   450.000                -47.020                  0.017                  0.345              
   400.000                -54.339                  0.014                  0.505              
   350.000                -62.434                  0.014                  0.735              
   300.000                -71.044                  0.005                  0.856              
   250.000                -74.810                  0.003                  0.935              
   200.000                -73.232                  0.001                  0.326              
   150.000                -73.749                  0.001                  0.202              
   100.000                -71.955                  0.001                  0.060              
    80.000                -68.566                  0.001                  0.031              
    60.000                -60.883                  0.001                  0.009              
    40.000                -50.657                  0.001                  0.002              
    30.000                -42.427                  0.001                  0.001              
    25.000                -26.094                  0.001                  0.000              
