 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.990                  6.017                  0.694              
   950.000                  7.867                  5.822                  0.869              
   900.000                  4.682                  4.268                  0.734              
   850.000                  1.219                  3.164                  0.672              
   800.000                 -2.215                  2.184                  0.587              
   750.000                 -5.292                  1.249                  0.458              
   700.000                 -8.700                  0.681                  0.341              
   650.000                -12.508                  0.360                  0.255              
   600.000                -16.896                  0.199                  0.205              
   550.000                -22.018                  0.130                  0.194              
   500.000                -27.948                  0.106                  0.228              
   450.000                -34.676                  0.099                  0.336              
   400.000                -42.162                  0.092                  0.579              
   350.000                -50.475                  0.058                  0.824              
   300.000                -59.780                  0.022                  0.870              
   250.000                -69.916                  0.007                  1.000              
   200.000                -67.049                  0.001                  0.121              
   150.000                -68.527                  0.001                  0.089              
   100.000                -69.748                  0.001                  0.070              
    80.000                -69.633                  0.001                  0.055              
    60.000                -67.114                  0.001                  0.029              
    40.000                -64.029                  0.001                  0.013              
    30.000                -63.651                  0.001                  0.009              
    25.000                -66.649                  0.001                  0.010              
