 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.582                  3.976                  0.664              
   950.000                  2.497                  3.791                  0.836              
   900.000                 -1.107                  2.920                  0.740              
   850.000                 -4.480                  2.017                  0.691              
   800.000                 -7.942                  1.340                  0.582              
   750.000                -11.577                  0.845                  0.445              
   700.000                -15.496                  0.484                  0.344              
   650.000                -19.773                  0.264                  0.286              
   600.000                -24.592                  0.148                  0.263              
   550.000                -30.056                  0.093                  0.272              
   500.000                -36.197                  0.069                  0.338              
   450.000                -42.856                  0.048                  0.531              
   400.000                -50.115                  0.026                  0.788              
   350.000                -58.194                  0.016                  0.925              
   300.000                -67.152                  0.008                  1.033              
   250.000                -73.655                  0.004                  0.999              
   200.000                -71.490                  0.001                  0.182              
   150.000                -72.639                  0.001                  0.142              
   100.000                -71.625                  0.001                  0.092              
    80.000                -68.535                  0.001                  0.057              
    60.000                -60.653                  0.001                  0.021              
    40.000                -50.178                  0.001                  0.006              
    30.000                -41.999                  0.001                  0.002              
    25.000                -26.150                  0.001                  0.001              
