 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.621                  3.349                  0.626              
   950.000                  0.535                  3.175                  0.792              
   900.000                 -3.295                  2.366                  0.740              
   850.000                 -6.844                  1.626                  0.658              
   800.000                -10.450                  1.021                  0.539              
   750.000                -14.128                  0.512                  0.381              
   700.000                -18.004                  0.265                  0.266              
   650.000                -22.434                  0.124                  0.194              
   600.000                -27.257                  0.056                  0.158              
   550.000                -32.635                  0.027                  0.134              
   500.000                -38.663                  0.019                  0.159              
   450.000                -45.300                  0.017                  0.285              
   400.000                -52.573                  0.013                  0.510              
   350.000                -60.668                  0.011                  0.788              
   300.000                -69.690                  0.006                  1.002              
   250.000                -74.292                  0.003                  1.000              
   200.000                -73.114                  0.001                  0.187              
   150.000                -74.145                  0.001                  0.163              
   100.000                -73.190                  0.001                  0.096              
    80.000                -70.595                  0.001                  0.054              
    60.000                -64.144                  0.001                  0.017              
    40.000                -55.487                  0.001                  0.004              
    30.000                -48.995                  0.001                  0.001              
    25.000                -37.490                  0.001                  0.000              
