  N levels =   24          CBMF=    20.918     SST=    8.26 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.164       3.497431     0.048    0.00       0.957
    950.0     1.074       3.320482     0.051    0.00       1.329
    900.0    -2.750       2.488593     0.053    0.00       1.383
    850.0    -6.310       1.739175     0.056    0.00       1.490
    800.0    -9.870       1.089841     0.057    0.00       1.620
    750.0   -13.469       0.539408     0.059    0.00       1.594
    700.0   -17.328       0.312519     0.060    0.00       1.454
    650.0   -21.767       0.139957     0.061    0.00       1.273
    600.0   -26.485       0.075172     0.063    0.00       1.049
    550.0   -31.824       0.043300     0.066    0.00       0.799
    500.0   -37.792       0.022974     0.069    0.00       0.657
    450.0   -44.434       0.029373     0.073    0.00       0.647
    400.0   -51.822       0.046711     0.077    0.00       0.485
    350.0   -60.065       0.017446     0.085    0.00       0.425
    300.0   -68.914       0.006373     0.096    0.00       0.142
    250.0   -74.091       0.003497     0.117    0.00       0.031
    200.0   -72.807       0.001000     0.153    0.00       0.002
    150.0   -73.826       0.001000     0.202    0.00       0.002
    100.0   -72.919       0.001000     0.405    0.00      -0.001
     80.0   -70.360       0.001000     0.755    0.00      -0.009
     60.0   -63.936       0.001000     2.042    0.00      -0.031
     40.0   -55.323       0.001000     5.238    0.00      -0.059
     30.0   -48.886       0.001000     8.440    0.00      -0.081
     25.0   -37.499       0.001000    10.124    0.00      -0.118
