 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.164                  3.497                  0.633              
   950.000                  1.074                  3.320                  0.801              
   900.000                 -2.750                  2.489                  0.752              
   850.000                 -6.310                  1.739                  0.672              
   800.000                 -9.870                  1.090                  0.552              
   750.000                -13.469                  0.539                  0.403              
   700.000                -17.328                  0.313                  0.288              
   650.000                -21.767                  0.140                  0.223              
   600.000                -26.485                  0.075                  0.191              
   550.000                -31.824                  0.043                  0.184              
   500.000                -37.792                  0.023                  0.228              
   450.000                -44.434                  0.029                  0.397              
   400.000                -51.822                  0.047                  0.690              
   350.000                -60.065                  0.017                  0.778              
   300.000                -68.914                  0.006                  1.000              
   250.000                -74.091                  0.003                  0.999              
   200.000                -72.807                  0.001                  0.192              
   150.000                -73.826                  0.001                  0.162              
   100.000                -72.919                  0.001                  0.099              
    80.000                -70.360                  0.001                  0.058              
    60.000                -63.936                  0.001                  0.019              
    40.000                -55.323                  0.001                  0.005              
    30.000                -48.886                  0.001                  0.002              
    25.000                -37.499                  0.001                  0.000              
