  N levels =   24          CBMF=    20.160     SST=    8.41 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.376       3.581376     0.048    0.00       1.064
    950.0     1.290       3.405230     0.051    0.00       1.391
    900.0    -2.476       2.588081     0.053    0.00       1.416
    850.0    -5.998       1.794520     0.056    0.00       1.494
    800.0    -9.586       1.141570     0.057    0.00       1.617
    750.0   -13.258       0.584111     0.059    0.00       1.608
    700.0   -17.088       0.257765     0.060    0.00       1.483
    650.0   -21.414       0.117506     0.061    0.00       1.314
    600.0   -26.261       0.058326     0.063    0.00       1.095
    550.0   -31.692       0.034650     0.066    0.00       0.866
    500.0   -37.708       0.024608     0.069    0.00       0.745
    450.0   -44.309       0.019676     0.073    0.00       0.750
    400.0   -51.559       0.014636     0.077    0.00       0.623
    350.0   -59.658       0.012750     0.085    0.00       0.509
    300.0   -68.641       0.006539     0.096    0.00       0.258
    250.0   -74.070       0.003508     0.117    0.00       0.058
    200.0   -72.666       0.001000     0.153    0.00       0.028
    150.0   -73.670       0.001000     0.202    0.00       0.001
    100.0   -72.801       0.001000     0.405    0.00      -0.001
     80.0   -70.265       0.001000     0.755    0.00      -0.007
     60.0   -63.857       0.001000     2.042    0.00      -0.023
     40.0   -55.266       0.001000     5.238    0.00      -0.045
     30.0   -48.853       0.001000     8.440    0.00      -0.061
     25.0   -37.525       0.001000    10.124    0.00      -0.090
