 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.629                  3.349                  0.631              
   950.000                  0.542                  3.176                  0.797              
   900.000                 -3.293                  2.369                  0.742              
   850.000                 -6.847                  1.634                  0.661              
   800.000                -10.453                  1.030                  0.543              
   750.000                -14.134                  0.516                  0.386              
   700.000                -18.023                  0.245                  0.270              
   650.000                -22.403                  0.110                  0.199              
   600.000                -27.206                  0.059                  0.163              
   550.000                -32.601                  0.025                  0.143              
   500.000                -38.617                  0.019                  0.173              
   450.000                -45.252                  0.016                  0.310              
   400.000                -52.541                  0.013                  0.546              
   350.000                -60.662                  0.014                  0.774              
   300.000                -69.684                  0.006                  1.005              
   250.000                -74.281                  0.003                  1.000              
   200.000                -73.089                  0.001                  0.181              
   150.000                -74.123                  0.001                  0.156              
   100.000                -73.174                  0.001                  0.094              
    80.000                -70.583                  0.001                  0.053              
    60.000                -64.135                  0.001                  0.017              
    40.000                -55.481                  0.001                  0.004              
    30.000                -48.992                  0.001                  0.001              
    25.000                -37.491                  0.001                  0.000              
