 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.242                  4.182                  0.650              
   950.000                  3.152                  3.997                  0.819              
   900.000                 -0.458                  3.157                  0.755              
   850.000                 -3.862                  2.218                  0.685              
   800.000                 -7.356                  1.455                  0.561              
   750.000                -10.959                  0.820                  0.409              
   700.000                -14.741                  0.414                  0.288              
   650.000                -19.035                  0.211                  0.215              
   600.000                -23.876                  0.111                  0.175              
   550.000                -29.299                  0.064                  0.165              
   500.000                -35.286                  0.040                  0.209              
   450.000                -41.851                  0.026                  0.384              
   400.000                -49.118                  0.018                  0.626              
   350.000                -57.250                  0.014                  0.671              
   300.000                -66.317                  0.009                  0.997              
   250.000                -73.496                  0.004                  0.999              
   200.000                -71.757                  0.001                  0.152              
   150.000                -72.988                  0.001                  0.134              
   100.000                -72.911                  0.001                  0.091              
    80.000                -71.250                  0.001                  0.058              
    60.000                -66.143                  0.001                  0.021              
    40.000                -59.240                  0.001                  0.006              
    30.000                -54.702                  0.001                  0.002              
    25.000                -48.182                  0.001                  0.001              
