 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 12.257                  6.128                  0.682              
   950.000                  8.132                  5.933                  0.855              
   900.000                  4.954                  4.368                  0.729              
   850.000                  1.486                  3.259                  0.660              
   800.000                 -1.957                  2.260                  0.569              
   750.000                 -5.023                  1.295                  0.411              
   700.000                 -8.408                  0.705                  0.288              
   650.000                -12.183                  0.370                  0.201              
   600.000                -16.532                  0.202                  0.153              
   550.000                -21.623                  0.130                  0.143              
   500.000                -27.531                  0.105                  0.180              
   450.000                -34.255                  0.098                  0.296              
   400.000                -41.738                  0.097                  0.573              
   350.000                -50.075                  0.066                  0.862              
   300.000                -59.405                  0.023                  0.895              
   250.000                -69.559                  0.007                  0.999              
   200.000                -65.900                  0.001                  0.075              
   150.000                -67.152                  0.001                  0.063              
   100.000                -68.523                  0.001                  0.051              
    80.000                -68.700                  0.001                  0.042              
    60.000                -66.805                  0.001                  0.024              
    40.000                -64.856                  0.001                  0.012              
    30.000                -65.792                  0.001                  0.010              
    25.000                -71.600                  0.001                  0.019              
