 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.078                  3.013                  0.624              
   950.000                 -1.019                  2.854                  0.795              
   900.000                 -4.793                  2.030                  0.732              
   850.000                 -8.345                  1.353                  0.638              
   800.000                -11.992                  0.849                  0.529              
   750.000                -15.769                  0.458                  0.391              
   700.000                -19.767                  0.241                  0.280              
   650.000                -24.236                  0.131                  0.213              
   600.000                -29.140                  0.063                  0.182              
   550.000                -34.509                  0.026                  0.150              
   500.000                -40.543                  0.020                  0.189              
   450.000                -47.207                  0.017                  0.298              
   400.000                -54.520                  0.015                  0.514              
   350.000                -62.604                  0.013                  0.962              
   300.000                -71.207                  0.005                  0.999              
   250.000                -74.936                  0.003                  0.999              
   200.000                -73.560                  0.001                  0.202              
   150.000                -74.125                  0.001                  0.171              
   100.000                -72.318                  0.001                  0.094              
    80.000                -68.844                  0.001                  0.050              
    60.000                -61.053                  0.001                  0.015              
    40.000                -50.742                  0.001                  0.003              
    30.000                -42.470                  0.001                  0.001              
    25.000                -26.049                  0.001                  0.000              
