 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 27.138                 17.270                  0.758              
   975.000                 24.943                 17.034                  0.841              
   950.000                 22.839                 16.959                  0.937              
   925.000                 22.276                 14.431                  0.796              
   900.000                 20.996                 13.186                  0.772              
   875.000                 19.809                 12.050                  0.746              
   850.000                 18.599                 11.073                  0.726              
   825.000                 17.353                 10.216                  0.711              
   800.000                 16.068                  9.444                  0.700              
   775.000                 14.737                  8.728                  0.692              
   750.000                 13.355                  8.093                  0.686              
   725.000                 11.905                  7.488                  0.677              
   700.000                 10.393                  6.876                  0.665              
   675.000                  8.833                  6.247                  0.647              
   650.000                  7.213                  5.607                  0.626              
   625.000                  5.533                  4.978                  0.604              
   600.000                  3.765                  4.409                  0.593              
   575.000                  1.855                  3.909                  0.588              
   550.000                 -0.252                  3.272                  0.575              
   525.000                 -1.969                  2.670                  0.549              
   500.000                 -3.828                  2.226                  0.539              
   475.000                 -5.920                  1.914                  0.529              
   450.000                 -8.310                  1.688                  0.533              
   425.000                -11.047                  1.497                  0.557              
   400.000                -14.164                  1.324                  0.608              
   375.000                -17.734                  1.218                  0.686              
   350.000                -21.823                  1.234                  0.546              
   325.000                -25.516                  0.385                  0.557              
   300.000                -29.946                  0.290                  0.686              
   275.000                -34.886                  0.240                  0.838              
   250.000                -40.371                  0.186                  1.025              
   225.000                -46.514                  0.140                  1.175              
   200.000                -53.411                  0.096                  1.340              
   175.000                -61.123                  0.033                  0.950              
   150.000                -66.496                  0.012                  0.635              
   125.000                -70.680                  0.003                  0.463              
   100.000                -71.972                  0.001                  0.090              
    80.000                -72.091                  0.001                  0.073              
    60.000                -70.751                  0.001                  0.050              
    40.000                -68.233                  0.001                  0.028              
    30.000                -66.824                  0.001                  0.019              
    25.000                -66.391                  0.001                  0.015              
    20.000                -65.502                  0.001                  0.012              
    15.000                -63.759                  0.001                  0.008              
    10.000                -60.586                  0.001                  0.004              
     5.000                -43.996                  0.001                  0.001              
