  N levels =   24          CBMF=    21.461     SST=    6.52 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.040       3.003510     0.048    0.00       0.924
    950.0    -1.056       2.844356     0.051    0.00       1.418
    900.0    -4.834       2.022599     0.053    0.00       1.439
    850.0    -8.388       1.349321     0.056    0.00       1.513
    800.0   -12.041       0.847945     0.057    0.00       1.611
    750.0   -15.821       0.448742     0.059    0.00       1.590
    700.0   -19.808       0.233447     0.060    0.00       1.482
    650.0   -24.271       0.128753     0.061    0.00       1.328
    600.0   -29.182       0.064084     0.063    0.00       1.133
    550.0   -34.559       0.025699     0.066    0.00       0.764
    500.0   -40.594       0.019763     0.069    0.00       0.614
    450.0   -47.259       0.016794     0.073    0.00       0.570
    400.0   -54.574       0.014315     0.077    0.00       0.446
    350.0   -62.660       0.013474     0.085    0.00       0.399
    300.0   -71.252       0.004508     0.096    0.00       0.124
    250.0   -74.947       0.003062     0.117    0.00       0.039
    200.0   -73.568       0.001000     0.153    0.00       0.019
    150.0   -74.122       0.001000     0.202    0.00       0.002
    100.0   -72.257       0.001000     0.405    0.00      -0.002
     80.0   -68.784       0.001000     0.755    0.00      -0.008
     60.0   -61.034       0.001000     2.042    0.00      -0.024
     40.0   -50.746       0.001000     5.238    0.00      -0.044
     30.0   -42.480       0.001000     8.440    0.00      -0.061
     25.0   -26.081       0.001000    10.124    0.00      -0.095
