 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.400                  3.602                  0.646              
   950.000                  1.312                  3.426                  0.816              
   900.000                 -2.482                  2.605                  0.754              
   850.000                 -6.050                  1.830                  0.691              
   800.000                 -9.608                  1.084                  0.579              
   750.000                -13.090                  0.509                  0.443              
   700.000                -16.937                  0.263                  0.341              
   650.000                -21.300                  0.154                  0.287              
   600.000                -26.133                  0.072                  0.266              
   550.000                -31.465                  0.030                  0.273              
   500.000                -37.414                  0.023                  0.340              
   450.000                -44.037                  0.025                  0.531              
   400.000                -51.379                  0.043                  0.826              
   350.000                -59.597                  0.017                  0.877              
   300.000                -68.535                  0.007                  1.007              
   250.000                -74.127                  0.003                  0.998              
   200.000                -72.536                  0.001                  0.208              
   150.000                -73.545                  0.001                  0.159              
   100.000                -72.346                  0.001                  0.100              
    80.000                -69.202                  0.001                  0.062              
    60.000                -61.265                  0.001                  0.022              
    40.000                -50.644                  0.001                  0.006              
    30.000                -42.289                  0.001                  0.003              
    25.000                -26.067                  0.001                  0.001              
