  N levels =   24          CBMF=    19.851     SST=    9.43 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     6.482       3.932611     0.048    0.00       1.402
    950.0     2.392       3.748292     0.051    0.00       1.606
    900.0    -1.327       2.876483     0.053    0.00       1.573
    850.0    -4.827       2.043127     0.056    0.00       1.534
    800.0    -8.288       1.300860     0.057    0.00       1.591
    750.0   -11.796       0.689161     0.059    0.00       1.584
    700.0   -15.553       0.370388     0.060    0.00       1.520
    650.0   -19.829       0.247347     0.061    0.00       1.409
    600.0   -24.650       0.144390     0.063    0.00       1.259
    550.0   -29.924       0.077190     0.066    0.00       1.097
    500.0   -35.867       0.062534     0.069    0.00       1.030
    450.0   -42.666       0.105987     0.073    0.00       1.069
    400.0   -50.156       0.083658     0.077    0.00       0.972
    350.0   -58.337       0.020256     0.085    0.00       0.817
    300.0   -67.172       0.008223     0.096    0.00       0.585
    250.0   -73.443       0.003867     0.117    0.00       0.325
    200.0   -70.618       0.001000     0.153    0.00       0.088
    150.0   -71.009       0.001000     0.202    0.00       0.024
    100.0   -69.606       0.001000     0.405    0.00      -0.018
     80.0   -66.508       0.001000     0.755    0.00      -0.033
     60.0   -59.160       0.001000     2.042    0.00      -0.070
     40.0   -49.361       0.001000     5.238    0.00      -0.119
     30.0   -41.626       0.001000     8.440    0.00      -0.158
     25.0   -26.305       0.001000    10.124    0.00      -0.234
