 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.618                  3.349                  0.631              
   950.000                  0.532                  3.175                  0.798              
   900.000                 -3.296                  2.366                  0.740              
   850.000                 -6.843                  1.626                  0.659              
   800.000                -10.451                  1.023                  0.542              
   750.000                -14.137                  0.512                  0.386              
   700.000                -18.003                  0.252                  0.270              
   650.000                -22.410                  0.128                  0.197              
   600.000                -27.265                  0.060                  0.159              
   550.000                -32.644                  0.027                  0.135              
   500.000                -38.675                  0.020                  0.161              
   450.000                -45.313                  0.017                  0.288              
   400.000                -52.585                  0.013                  0.510              
   350.000                -60.679                  0.011                  0.771              
   300.000                -69.703                  0.006                  1.003              
   250.000                -74.292                  0.003                  1.000              
   200.000                -73.110                  0.001                  0.180              
   150.000                -74.142                  0.001                  0.155              
   100.000                -73.188                  0.001                  0.092              
    80.000                -70.594                  0.001                  0.052              
    60.000                -64.144                  0.001                  0.016              
    40.000                -55.487                  0.001                  0.004              
    30.000                -48.995                  0.001                  0.001              
    25.000                -37.490                  0.001                  0.000              
