 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 12.306                  6.253                  0.713              
   950.000                  8.182                  6.051                  0.892              
   900.000                  5.091                  4.407                  0.740              
   850.000                  1.682                  3.312                  0.685              
   800.000                 -1.700                  2.335                  0.614              
   750.000                 -4.733                  1.398                  0.520              
   700.000                 -8.123                  0.810                  0.416              
   650.000                -11.926                  0.460                  0.344              
   600.000                -16.316                  0.274                  0.306              
   550.000                -21.445                  0.190                  0.311              
   500.000                -27.382                  0.161                  0.369              
   450.000                -34.097                  0.147                  0.511              
   400.000                -41.513                  0.094                  0.720              
   350.000                -49.810                  0.052                  0.962              
   300.000                -59.130                  0.022                  1.085              
   250.000                -69.539                  0.007                  1.012              
   200.000                -68.644                  0.001                  0.224              
   150.000                -71.598                  0.001                  0.130              
   100.000                -72.198                  0.001                  0.095              
    80.000                -70.634                  0.001                  0.069              
    60.000                -64.702                  0.001                  0.032              
    40.000                -55.857                  0.001                  0.011              
    30.000                -49.057                  0.001                  0.005              
    25.000                -37.572                  0.001                  0.002              
