 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  6.100                  3.786                  0.652              
   950.000                  2.011                  3.601                  0.822              
   900.000                 -1.701                  2.736                  0.746              
   850.000                 -5.137                  1.883                  0.684              
   800.000                 -8.604                  1.212                  0.567              
   750.000                -12.189                  0.717                  0.420              
   700.000                -16.064                  0.415                  0.308              
   650.000                -20.388                  0.250                  0.243              
   600.000                -25.196                  0.149                  0.211              
   550.000                -30.571                  0.088                  0.209              
   500.000                -36.656                  0.073                  0.261              
   450.000                -43.475                  0.076                  0.443              
   400.000                -50.859                  0.048                  0.711              
   350.000                -58.958                  0.019                  0.786              
   300.000                -67.797                  0.008                  1.016              
   250.000                -73.818                  0.004                  0.999              
   200.000                -72.123                  0.001                  0.168              
   150.000                -73.123                  0.001                  0.141              
   100.000                -72.380                  0.001                  0.092              
    80.000                -69.913                  0.001                  0.056              
    60.000                -63.552                  0.001                  0.020              
    40.000                -55.030                  0.001                  0.005              
    30.000                -48.700                  0.001                  0.002              
    25.000                -37.563                  0.001                  0.001              
