  N levels =   24          CBMF=    19.105     SST=    8.65 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.664       3.683689     0.048    0.00       1.493
    950.0     1.582       3.506254     0.051    0.00       1.612
    900.0    -2.103       2.678625     0.053    0.00       1.647
    850.0    -5.553       1.849424     0.056    0.00       1.581
    800.0    -9.108       1.212233     0.057    0.00       1.620
    750.0   -12.821       0.698196     0.059    0.00       1.598
    700.0   -16.735       0.357533     0.060    0.00       1.532
    650.0   -21.087       0.179202     0.061    0.00       1.440
    600.0   -25.970       0.094364     0.063    0.00       1.316
    550.0   -31.430       0.056347     0.066    0.00       1.189
    500.0   -37.454       0.038082     0.069    0.00       1.152
    450.0   -44.020       0.026802     0.073    0.00       1.218
    400.0   -51.234       0.017632     0.077    0.00       1.151
    350.0   -59.302       0.013938     0.085    0.00       1.031
    300.0   -68.220       0.006941     0.096    0.00       0.736
    250.0   -73.768       0.003678     0.117    0.00       0.502
    200.0   -71.122       0.001000     0.153    0.00       0.267
    150.0   -71.467       0.001000     0.202    0.00       0.069
    100.0   -69.976       0.001000     0.405    0.00      -0.016
     80.0   -66.857       0.001000     0.755    0.00      -0.021
     60.0   -59.511       0.001000     2.042    0.00      -0.045
     40.0   -49.654       0.001000     5.238    0.00      -0.078
     30.0   -41.813       0.001000     8.440    0.00      -0.104
     25.0   -26.245       0.001000    10.124    0.00      -0.156
