  N levels =   24          CBMF=    20.992     SST=    7.60 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.416       3.295085     0.048    0.00       1.567
    950.0     0.331       3.120080     0.051    0.00       1.205
    900.0    -3.490       2.299143     0.053    0.00       1.536
    850.0    -7.011       1.570583     0.056    0.00       1.502
    800.0   -10.582       1.003827     0.057    0.00       1.602
    750.0   -14.279       0.583290     0.059    0.00       1.625
    700.0   -18.279       0.316823     0.060    0.00       1.609
    650.0   -22.656       0.152266     0.061    0.00       1.564
    600.0   -27.485       0.094385     0.063    0.00       1.490
    550.0   -32.860       0.041337     0.066    0.00       1.401
    500.0   -38.815       0.025719     0.069    0.00       1.387
    450.0   -45.536       0.025393     0.073    0.00       1.461
    400.0   -52.936       0.021251     0.077    0.00       1.446
    350.0   -61.074       0.016024     0.085    0.00       1.349
    300.0   -69.879       0.005523     0.096    0.00       1.215
    250.0   -74.149       0.003467     0.117    0.00       1.018
    200.0   -72.040       0.001000     0.153    0.00       0.778
    150.0   -72.465       0.001000     0.202    0.00       0.438
    100.0   -70.857       0.001000     0.405    0.00       0.106
     80.0   -67.634       0.001000     0.755    0.00      -0.007
     60.0   -60.129       0.001000     2.042    0.00      -0.026
     40.0   -50.129       0.001000     5.238    0.00      -0.046
     30.0   -42.108       0.001000     8.440    0.00      -0.062
     25.0   -26.173       0.001000    10.124    0.00      -0.094
