  N levels =   24          CBMF=    20.660     SST=    8.39 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.338       3.585390     0.048    0.00       1.446
    950.0     1.250       3.409948     0.051    0.00       1.605
    900.0    -2.536       2.607805     0.053    0.00       1.622
    850.0    -6.085       1.823900     0.056    0.00       1.569
    800.0    -9.673       1.113588     0.057    0.00       1.611
    750.0   -13.249       0.543497     0.059    0.00       1.589
    700.0   -17.092       0.236868     0.060    0.00       1.517
    650.0   -21.390       0.104255     0.061    0.00       1.418
    600.0   -26.196       0.050685     0.063    0.00       1.284
    550.0   -31.575       0.030069     0.066    0.00       1.147
    500.0   -37.550       0.022126     0.069    0.00       1.103
    450.0   -44.149       0.019546     0.073    0.00       1.166
    400.0   -51.436       0.018062     0.077    0.00       1.087
    350.0   -59.616       0.017047     0.085    0.00       0.933
    300.0   -68.586       0.006687     0.096    0.00       0.653
    250.0   -73.839       0.003638     0.117    0.00       0.422
    200.0   -71.365       0.001000     0.153    0.00       0.217
    150.0   -71.729       0.001000     0.202    0.00       0.050
    100.0   -70.216       0.001000     0.405    0.00      -0.010
     80.0   -67.064       0.001000     0.755    0.00      -0.020
     60.0   -59.680       0.001000     2.042    0.00      -0.045
     40.0   -49.773       0.001000     5.238    0.00      -0.078
     30.0   -41.881       0.001000     8.440    0.00      -0.104
     25.0   -26.229       0.001000    10.124    0.00      -0.156
