 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  8.946                  4.754                  0.755              
   950.000                  4.841                  4.582                  0.936              
   900.000                  1.333                  3.462                  0.791              
   850.000                 -2.337                  2.679                  0.749              
   800.000                 -5.708                  1.686                  0.686              
   750.000                 -9.015                  0.941                  0.615              
   700.000                -12.677                  0.503                  0.554              
   650.000                -16.710                  0.263                  0.500              
   600.000                -21.232                  0.143                  0.455              
   550.000                -26.375                  0.097                  0.428              
   500.000                -32.289                  0.081                  0.429              
   450.000                -39.123                  0.152                  0.464              
   400.000                -46.696                  0.133                  0.499              
   350.000                -55.028                  0.034                  0.527              
   300.000                -64.098                  0.013                  0.561              
   250.000                -72.112                  0.005                  0.677              
   200.000                -68.846                  0.001                  0.464              
   150.000                -69.048                  0.001                  0.416              
   100.000                -67.665                  0.001                  0.321              
    80.000                -64.758                  0.001                  0.034              
    60.000                -57.701                  0.001                  0.007              
    40.000                -48.272                  0.001                  0.002              
    30.000                -40.936                  0.001                  0.001              
    25.000                -26.475                  0.001                  0.000              
