 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.225                  4.806                  0.666              
   950.000                  5.119                  4.630                  0.837              
   900.000                  1.612                  3.486                  0.735              
   850.000                 -1.989                  2.619                  0.691              
   800.000                 -5.289                  1.636                  0.572              
   750.000                 -8.548                  0.899                  0.419              
   700.000                -12.103                  0.526                  0.300              
   650.000                -16.161                  0.335                  0.222              
   600.000                -20.811                  0.225                  0.180              
   550.000                -26.098                  0.141                  0.168              
   500.000                -32.159                  0.112                  0.202              
   450.000                -39.100                  0.112                  0.336              
   400.000                -46.596                  0.065                  0.591              
   350.000                -54.819                  0.031                  0.672              
   300.000                -64.010                  0.013                  0.978              
   250.000                -72.345                  0.005                  0.999              
   200.000                -69.832                  0.001                  0.120              
   150.000                -71.054                  0.001                  0.102              
   100.000                -71.687                  0.001                  0.077              
    80.000                -70.972                  0.001                  0.056              
    60.000                -67.416                  0.001                  0.026              
    40.000                -62.619                  0.001                  0.009              
    30.000                -60.359                  0.001                  0.005              
    25.000                -59.252                  0.001                  0.004              
