 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 13.912                  7.135                  0.735              
   950.000                  9.778                  6.921                  0.917              
   900.000                  6.893                  5.040                  0.752              
   850.000                  3.601                  3.844                  0.694              
   800.000                  0.317                  2.763                  0.628              
   750.000                 -3.006                  1.858                  0.557              
   700.000                 -6.243                  1.120                  0.472              
   650.000                 -9.835                  0.645                  0.388              
   600.000                -13.964                  0.371                  0.330              
   550.000                -18.812                  0.229                  0.308              
   500.000                -24.511                  0.172                  0.336              
   450.000                -31.155                  0.175                  0.439              
   400.000                -38.678                  0.134                  0.600              
   350.000                -46.976                  0.054                  0.838              
   300.000                -56.363                  0.025                  1.037              
   250.000                -67.043                  0.010                  1.056              
   200.000                -68.104                  0.001                  0.278              
   150.000                -70.803                  0.001                  0.191              
   100.000                -71.079                  0.001                  0.087              
    80.000                -69.080                  0.001                  0.061              
    60.000                -62.062                  0.001                  0.027              
    40.000                -51.527                  0.001                  0.009              
    30.000                -42.817                  0.001                  0.004              
    25.000                -26.397                  0.001                  0.001              
