  N levels =   24          CBMF=    18.229     SST=    9.94 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     7.092       4.119530     0.048    0.00       1.254
    950.0     3.003       3.930142     0.051    0.00       1.496
    900.0    -0.601       3.047204     0.053    0.00       1.468
    850.0    -3.960       2.112954     0.056    0.00       1.480
    800.0    -7.379       1.397042     0.057    0.00       1.580
    750.0   -10.961       0.879924     0.059    0.00       1.597
    700.0   -14.848       0.529542     0.060    0.00       1.522
    650.0   -19.115       0.290114     0.061    0.00       1.390
    600.0   -23.830       0.160507     0.063    0.00       1.204
    550.0   -29.214       0.100370     0.066    0.00       1.000
    500.0   -35.373       0.085886     0.069    0.00       0.894
    450.0   -42.147       0.067797     0.073    0.00       0.914
    400.0   -49.495       0.037006     0.077    0.00       0.855
    350.0   -57.608       0.019317     0.085    0.00       0.695
    300.0   -66.616       0.008775     0.096    0.00       0.487
    250.0   -73.343       0.003921     0.117    0.00       0.187
    200.0   -70.992       0.001000     0.153    0.00       0.057
    150.0   -71.914       0.001000     0.202    0.00       0.003
    100.0   -71.342       0.001000     0.405    0.00      -0.009
     80.0   -69.028       0.001000     0.755    0.00      -0.021
     60.0   -62.832       0.001000     2.042    0.00      -0.052
     40.0   -54.518       0.001000     5.238    0.00      -0.093
     30.0   -48.397       0.001000     8.440    0.00      -0.124
     25.0   -37.637       0.001000    10.124    0.00      -0.178
