 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 16.756                  8.878                  0.757              
   950.000                 12.599                  8.649                  0.943              
   900.000                 10.052                  6.376                  0.771              
   850.000                  6.954                  4.986                  0.713              
   800.000                  3.809                  3.806                  0.647              
   750.000                  0.514                  2.772                  0.585              
   700.000                 -2.896                  1.867                  0.539              
   650.000                 -6.195                  1.143                  0.485              
   600.000                 -9.909                  0.677                  0.417              
   550.000                -14.291                  0.416                  0.379              
   500.000                -19.614                  0.297                  0.392              
   450.000                -26.025                  0.243                  0.450              
   400.000                -33.389                  0.181                  0.501              
   350.000                -41.678                  0.116                  0.616              
   300.000                -51.124                  0.053                  0.800              
   250.000                -61.982                  0.021                  1.195              
   200.000                -70.375                  0.003                  0.673              
   150.000                -69.659                  0.001                  0.186              
   100.000                -70.032                  0.001                  0.080              
    80.000                -68.348                  0.001                  0.057              
    60.000                -61.299                  0.001                  0.026              
    40.000                -50.841                  0.001                  0.009              
    30.000                -42.343                  0.001                  0.004              
    25.000                -26.502                  0.001                  0.001              
