 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  9.170                  4.787                  0.663              
   950.000                  5.063                  4.625                  0.834              
   900.000                  1.554                  3.539                  0.735              
   850.000                 -2.129                  2.741                  0.693              
   800.000                 -5.534                  1.725                  0.571              
   750.000                 -8.851                  0.901                  0.416              
   700.000                -12.531                  0.442                  0.296              
   650.000                -16.570                  0.201                  0.219              
   600.000                -21.087                  0.089                  0.178              
   550.000                -26.223                  0.044                  0.164              
   500.000                -32.098                  0.030                  0.197              
   450.000                -38.771                  0.044                  0.333              
   400.000                -46.281                  0.108                  0.590              
   350.000                -54.657                  0.034                  0.662              
   300.000                -63.901                  0.013                  0.981              
   250.000                -72.374                  0.005                  0.999              
   200.000                -69.916                  0.001                  0.120              
   150.000                -71.136                  0.001                  0.103              
   100.000                -71.753                  0.001                  0.077              
    80.000                -71.024                  0.001                  0.057              
    60.000                -67.455                  0.001                  0.026              
    40.000                -62.646                  0.001                  0.009              
    30.000                -60.375                  0.001                  0.005              
    25.000                -59.248                  0.001                  0.004              
