  N levels =   24          CBMF=    19.915     SST=    8.35 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.308       3.577484     0.048    0.00       0.978
    950.0     1.224       3.402159     0.051    0.00       1.330
    900.0    -2.518       2.584112     0.053    0.00       1.354
    850.0    -6.026       1.790914     0.056    0.00       1.418
    800.0    -9.612       1.148838     0.057    0.00       1.513
    750.0   -13.300       0.605289     0.059    0.00       1.474
    700.0   -17.155       0.278517     0.060    0.00       1.381
    650.0   -21.497       0.130801     0.061    0.00       1.219
    600.0   -26.356       0.065958     0.063    0.00       1.068
    550.0   -31.790       0.039156     0.066    0.00       0.793
    500.0   -37.801       0.027332     0.069    0.00       0.666
    450.0   -44.389       0.021173     0.073    0.00       0.646
    400.0   -51.624       0.015379     0.077    0.00       0.490
    350.0   -59.713       0.013113     0.085    0.00       0.474
    300.0   -68.671       0.006687     0.096    0.00       0.269
    250.0   -73.643       0.003750     0.117    0.00       0.192
    200.0   -72.937       0.001000     0.153    0.00      -0.004
    150.0   -74.216       0.001000     0.202    0.00       0.021
    100.0   -73.736       0.001000     0.405    0.00       0.012
     80.0   -71.714       0.001000     0.755    0.00      -0.029
     60.0   -64.904       0.001000     2.042    0.00      -0.165
     40.0   -54.168       0.001000     5.238    0.00      -0.380
     30.0   -44.617       0.001000     8.440    0.00      -0.571
     25.0   -25.973       0.001000    10.124    0.00      -0.944
