  N levels =   24          CBMF=    18.135     SST=   10.59 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     7.573       4.227070     0.048    0.00       1.057
    950.0     3.474       4.064141     0.051    0.00       1.358
    900.0    -0.133       3.035484     0.053    0.00       1.356
    850.0    -3.825       2.293585     0.056    0.00       1.438
    800.0    -7.280       1.394093     0.057    0.00       1.588
    750.0   -10.687       0.701298     0.059    0.00       1.599
    700.0   -14.496       0.358755     0.060    0.00       1.495
    650.0   -18.664       0.170555     0.061    0.00       1.330
    600.0   -23.309       0.083407     0.063    0.00       1.121
    550.0   -28.546       0.046983     0.066    0.00       0.905
    500.0   -34.449       0.031014     0.069    0.00       0.790
    450.0   -41.064       0.024399     0.073    0.00       0.795
    400.0   -48.461       0.032818     0.077    0.00       0.708
    350.0   -56.771       0.023118     0.085    0.00       0.546
    300.0   -65.874       0.009912     0.096    0.00       0.354
    250.0   -73.503       0.003819     0.117    0.00       0.057
    200.0   -71.251       0.001000     0.153    0.00       0.026
    150.0   -72.430       0.001000     0.202    0.00      -0.002
    100.0   -72.535       0.001000     0.405    0.00      -0.002
     80.0   -71.086       0.001000     0.755    0.00      -0.007
     60.0   -66.241       0.001000     2.042    0.00      -0.023
     40.0   -59.665       0.001000     5.238    0.00      -0.045
     30.0   -55.468       0.001000     8.440    0.00      -0.059
     25.0   -49.755       0.001000    10.124    0.00      -0.078
