 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.082                  3.014                  0.667              
   950.000                 -1.015                  2.856                  0.841              
   900.000                 -4.787                  2.034                  0.746              
   850.000                 -8.335                  1.357                  0.668              
   800.000                -11.988                  0.857                  0.567              
   750.000                -15.784                  0.452                  0.445              
   700.000                -19.762                  0.225                  0.344              
   650.000                -24.197                  0.123                  0.279              
   600.000                -29.106                  0.068                  0.236              
   550.000                -34.502                  0.026                  0.205              
   500.000                -40.532                  0.020                  0.231              
   450.000                -47.198                  0.017                  0.329              
   400.000                -54.513                  0.014                  0.492              
   350.000                -62.602                  0.014                  0.769              
   300.000                -71.201                  0.005                  0.864              
   250.000                -74.922                  0.003                  0.931              
   200.000                -73.519                  0.001                  0.304              
   150.000                -74.062                  0.001                  0.205              
   100.000                -72.218                  0.001                  0.076              
    80.000                -68.758                  0.001                  0.032              
    60.000                -61.014                  0.001                  0.009              
    40.000                -50.731                  0.001                  0.002              
    30.000                -42.471                  0.001                  0.001              
    25.000                -26.084                  0.001                  0.000              
