  N levels =   24          CBMF=    21.498     SST=    6.49 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.013       2.996290     0.048    0.00       1.040
    950.0    -1.084       2.836928     0.051    0.00       1.478
    900.0    -4.865       2.014988     0.053    0.00       1.496
    850.0    -8.422       1.345825     0.056    0.00       1.530
    800.0   -12.079       0.845353     0.057    0.00       1.605
    750.0   -15.851       0.447794     0.059    0.00       1.585
    700.0   -19.844       0.235358     0.060    0.00       1.494
    650.0   -24.314       0.129936     0.061    0.00       1.363
    600.0   -29.224       0.062775     0.063    0.00       1.188
    550.0   -34.598       0.025509     0.066    0.00       0.851
    500.0   -40.634       0.019676     0.069    0.00       0.726
    450.0   -47.298       0.016694     0.073    0.00       0.703
    400.0   -54.613       0.014229     0.077    0.00       0.588
    350.0   -62.699       0.013400     0.085    0.00       0.535
    300.0   -71.285       0.004487     0.096    0.00       0.247
    250.0   -74.960       0.003056     0.117    0.00       0.142
    200.0   -73.584       0.001000     0.153    0.00       0.064
    150.0   -74.137       0.001000     0.202    0.00       0.017
    100.0   -72.270       0.001000     0.405    0.00      -0.001
     80.0   -68.795       0.001000     0.755    0.00      -0.006
     60.0   -61.044       0.001000     2.042    0.00      -0.017
     40.0   -50.754       0.001000     5.238    0.00      -0.032
     30.0   -42.485       0.001000     8.440    0.00      -0.043
     25.0   -26.080       0.001000    10.124    0.00      -0.068
