  N levels =   24          CBMF=    14.952     SST=   13.79 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    10.891       5.569659     0.048    0.00       1.444
    950.0     6.775       5.377943     0.051    0.00       1.611
    900.0     3.537       3.893281     0.053    0.00       1.539
    850.0     0.055       2.867080     0.056    0.00       1.467
    800.0    -3.401       1.956720     0.057    0.00       1.526
    750.0    -6.542       1.119640     0.059    0.00       1.572
    700.0   -10.056       0.617014     0.060    0.00       1.543
    650.0   -13.988       0.330336     0.061    0.00       1.440
    600.0   -18.470       0.182066     0.063    0.00       1.263
    550.0   -23.602       0.113124     0.066    0.00       1.084
    500.0   -29.491       0.097711     0.069    0.00       1.005
    450.0   -36.264       0.135382     0.073    0.00       1.073
    400.0   -43.853       0.105291     0.077    0.00       1.077
    350.0   -52.114       0.031479     0.085    0.00       0.909
    300.0   -61.431       0.017852     0.096    0.00       0.711
    250.0   -70.878       0.005697     0.117    0.00       0.368
    200.0   -68.963       0.001000     0.153    0.00       0.094
    150.0   -70.520       0.001000     0.202    0.00      -0.008
    100.0   -70.459       0.001000     0.405    0.00      -0.027
     80.0   -68.330       0.001000     0.755    0.00      -0.048
     60.0   -62.003       0.001000     2.042    0.00      -0.111
     40.0   -53.627       0.001000     5.238    0.00      -0.195
     30.0   -47.749       0.001000     8.440    0.00      -0.254
     25.0   -37.768       0.001000    10.124    0.00      -0.354
