 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.072                  5.757                  0.694              
   950.000                  6.973                  5.585                  0.871              
   900.000                  3.830                  4.093                  0.735              
   850.000                  0.277                  3.158                  0.689              
   800.000                 -3.166                  2.271                  0.621              
   750.000                 -6.371                  1.509                  0.518              
   700.000                 -9.953                  0.982                  0.432              
   650.000                -13.902                  0.610                  0.357              
   600.000                -18.340                  0.367                  0.299              
   550.000                -23.379                  0.218                  0.266              
   500.000                -29.037                  0.128                  0.251              
   450.000                -35.300                  0.071                  0.236              
   400.000                -42.702                  0.028                  0.153              
   350.000                -51.340                  0.024                  0.359              
   300.000                -60.905                  0.018                  0.999              
   250.000                -71.475                  0.005                  0.983              
   200.000                -76.409                  0.001                  0.371              
   150.000                -73.923                  0.001                  0.149              
   100.000                -73.531                  0.001                  0.099              
    80.000                -72.642                  0.001                  0.071              
    60.000                -68.775                  0.001                  0.031              
    40.000                -63.295                  0.001                  0.010              
    30.000                -60.186                  0.001                  0.005              
    25.000                -57.258                  0.001                  0.003              
