 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.021                  2.997                  0.661              
   950.000                 -1.077                  2.837                  0.837              
   900.000                 -4.858                  2.017                  0.743              
   850.000                 -8.409                  1.347                  0.663              
   800.000                -12.060                  0.856                  0.561              
   750.000                -15.856                  0.484                  0.437              
   700.000                -19.915                  0.230                  0.336              
   650.000                -24.316                  0.106                  0.269              
   600.000                -29.172                  0.058                  0.227              
   550.000                -34.575                  0.025                  0.194              
   500.000                -40.619                  0.020                  0.221              
   450.000                -47.285                  0.017                  0.316              
   400.000                -54.600                  0.014                  0.482              
   350.000                -62.685                  0.013                  0.794              
   300.000                -71.274                  0.004                  0.876              
   250.000                -74.954                  0.003                  0.934              
   200.000                -73.577                  0.001                  0.293              
   150.000                -74.132                  0.001                  0.208              
   100.000                -72.265                  0.001                  0.093              
    80.000                -68.791                  0.001                  0.033              
    60.000                -61.041                  0.001                  0.009              
    40.000                -50.751                  0.001                  0.002              
    30.000                -42.484                  0.001                  0.001              
    25.000                -26.081                  0.001                  0.000              
