 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  8.504                  4.582                  0.693              
   950.000                  4.402                  4.409                  0.869              
   900.000                  0.859                  3.299                  0.735              
   850.000                 -2.789                  2.504                  0.684              
   800.000                 -6.150                  1.556                  0.593              
   750.000                 -9.477                  0.885                  0.472              
   700.000                -13.137                  0.486                  0.364              
   650.000                -17.182                  0.273                  0.291              
   600.000                -21.774                  0.200                  0.253              
   550.000                -27.026                  0.122                  0.254              
   500.000                -33.019                  0.098                  0.310              
   450.000                -39.925                  0.155                  0.461              
   400.000                -47.520                  0.119                  0.664              
   350.000                -55.710                  0.027                  0.850              
   300.000                -64.738                  0.012                  1.061              
   250.000                -72.625                  0.004                  1.011              
   200.000                -69.871                  0.001                  0.171              
   150.000                -71.210                  0.001                  0.120              
   100.000                -70.440                  0.001                  0.081              
    80.000                -67.442                  0.001                  0.051              
    60.000                -59.644                  0.001                  0.019              
    40.000                -49.384                  0.001                  0.005              
    30.000                -41.489                  0.001                  0.002              
    25.000                -26.285                  0.001                  0.001              
