 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  8.046                  4.423                  0.671              
   950.000                  3.951                  4.261                  0.844              
   900.000                  0.476                  3.168                  0.730              
   850.000                 -3.119                  2.377                  0.686              
   800.000                 -6.550                  1.574                  0.580              
   750.000                -10.084                  0.906                  0.438              
   700.000                -13.809                  0.477                  0.336              
   650.000                -18.060                  0.254                  0.275              
   600.000                -22.858                  0.138                  0.249              
   550.000                -28.239                  0.078                  0.259              
   500.000                -34.191                  0.046                  0.324              
   450.000                -40.740                  0.028                  0.501              
   400.000                -48.021                  0.019                  0.749              
   350.000                -56.184                  0.016                  0.858              
   300.000                -65.304                  0.011                  1.041              
   250.000                -73.090                  0.004                  0.999              
   200.000                -70.933                  0.001                  0.174              
   150.000                -72.393                  0.001                  0.137              
   100.000                -72.117                  0.001                  0.095              
    80.000                -69.817                  0.001                  0.062              
    60.000                -63.335                  0.001                  0.025              
    40.000                -54.690                  0.001                  0.007              
    30.000                -48.413                  0.001                  0.003              
    25.000                -37.595                  0.001                  0.001              
