 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.156                  3.034                  0.702              
   950.000                 -0.941                  2.875                  0.877              
   900.000                 -4.708                  2.048                  0.771              
   850.000                 -8.255                  1.366                  0.713              
   800.000                -11.899                  0.858                  0.634              
   750.000                -15.678                  0.460                  0.540              
   700.000                -19.665                  0.239                  0.465              
   650.000                -24.122                  0.132                  0.415              
   600.000                -29.030                  0.067                  0.384              
   550.000                -34.400                  0.026                  0.360              
   500.000                -40.427                  0.020                  0.377              
   450.000                -47.093                  0.017                  0.450              
   400.000                -54.411                  0.014                  0.567              
   350.000                -62.505                  0.014                  0.751              
   300.000                -71.111                  0.005                  0.827              
   250.000                -74.857                  0.003                  0.835              
   200.000                -73.330                  0.001                  0.379              
   150.000                -73.847                  0.001                  0.325              
   100.000                -72.052                  0.001                  0.192              
    80.000                -68.639                  0.001                  0.033              
    60.000                -60.932                  0.001                  0.008              
    40.000                -50.685                  0.001                  0.002              
    30.000                -42.444                  0.001                  0.001              
    25.000                -26.090                  0.001                  0.000              
