 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.103                  3.020                  0.655              
   950.000                 -0.994                  2.861                  0.827              
   900.000                 -4.767                  2.036                  0.739              
   850.000                 -8.318                  1.358                  0.658              
   800.000                -11.965                  0.852                  0.552              
   750.000                -15.740                  0.456                  0.420              
   700.000                -19.732                  0.239                  0.313              
   650.000                -24.196                  0.132                  0.243              
   600.000                -29.104                  0.065                  0.201              
   550.000                -34.471                  0.026                  0.171              
   500.000                -40.501                  0.020                  0.202              
   450.000                -47.167                  0.017                  0.313              
   400.000                -54.484                  0.014                  0.501              
   350.000                -62.576                  0.014                  0.814              
   300.000                -71.176                  0.005                  0.942              
   250.000                -74.898                  0.003                  1.013              
   200.000                -73.454                  0.001                  0.251              
   150.000                -73.993                  0.001                  0.131              
   100.000                -72.153                  0.001                  0.067              
    80.000                -68.714                  0.001                  0.035              
    60.000                -60.990                  0.001                  0.010              
    40.000                -50.717                  0.001                  0.002              
    30.000                -42.462                  0.001                  0.001              
    25.000                -26.086                  0.001                  0.000              
