 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.994                  2.991                  0.643              
   950.000                 -1.103                  2.831                  0.819              
   900.000                 -4.887                  2.008                  0.732              
   850.000                 -8.444                  1.342                  0.643              
   800.000                -12.100                  0.844                  0.536              
   750.000                -15.869                  0.462                  0.404              
   700.000                -19.896                  0.246                  0.295              
   650.000                -24.370                  0.124                  0.227              
   600.000                -29.249                  0.058                  0.186              
   550.000                -34.622                  0.025                  0.151              
   500.000                -40.663                  0.020                  0.183              
   450.000                -47.328                  0.017                  0.282              
   400.000                -54.642                  0.014                  0.464              
   350.000                -62.728                  0.013                  0.873              
   300.000                -71.307                  0.004                  0.943              
   250.000                -74.968                  0.003                  0.980              
   200.000                -73.595                  0.001                  0.257              
   150.000                -74.148                  0.001                  0.163              
   100.000                -72.279                  0.001                  0.074              
    80.000                -68.803                  0.001                  0.037              
    60.000                -61.051                  0.001                  0.010              
    40.000                -50.760                  0.001                  0.002              
    30.000                -42.489                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
