 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 33.479                 26.329                  0.798              
   950.000                 29.184                 26.019                  0.977              
   900.000                 27.782                 22.012                  0.857              
   850.000                 25.300                 19.572                  0.846              
   800.000                 23.036                 17.396                  0.817              
   750.000                 20.670                 15.481                  0.786              
   700.000                 18.198                 13.699                  0.750              
   650.000                 15.554                 12.006                  0.711              
   600.000                 12.635                 10.412                  0.675              
   550.000                  9.372                  8.857                  0.645              
   500.000                  5.654                  7.344                  0.624              
   450.000                  1.482                  5.693                  0.604              
   400.000                 -3.360                  3.893                  0.532              
   350.000                 -8.619                  2.609                  0.473              
   300.000                -15.213                  1.428                  0.405              
   250.000                -23.238                  0.540                  0.385              
   200.000                -34.629                  0.297                  0.232              
   150.000                -50.288                  0.195                  0.506              
   100.000                -69.025                  0.018                  0.985              
    80.000                -64.164                  0.001                  0.040              
    60.000                -55.722                  0.001                  0.018              
    40.000                -46.891                  0.001                  0.007              
    30.000                -39.962                  0.001                  0.004              
    25.000                -27.052                  0.001                  0.001              
