  N levels =   24          CBMF=    20.793     SST=    7.80 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.651       3.345853     0.048    0.00       1.018
    950.0     0.565       3.169277     0.051    0.00       1.386
    900.0    -3.249       2.345934     0.053    0.00       1.416
    850.0    -6.753       1.594140     0.056    0.00       1.505
    800.0   -10.312       1.016044     0.057    0.00       1.630
    750.0   -14.009       0.594673     0.059    0.00       1.608
    700.0   -18.016       0.322927     0.060    0.00       1.505
    650.0   -22.398       0.156779     0.061    0.00       1.341
    600.0   -27.211       0.084837     0.063    0.00       1.135
    550.0   -32.560       0.038179     0.066    0.00       0.847
    500.0   -38.557       0.025368     0.069    0.00       0.679
    450.0   -45.306       0.024589     0.073    0.00       0.674
    400.0   -52.680       0.019173     0.077    0.00       0.543
    350.0   -60.776       0.014126     0.085    0.00       0.473
    300.0   -69.708       0.005675     0.096    0.00       0.199
    250.0   -74.268       0.003404     0.117    0.00       0.060
    200.0   -73.055       0.001000     0.153    0.00       0.021
    150.0   -74.091       0.001000     0.202    0.00       0.006
    100.0   -73.151       0.001000     0.405    0.00       0.000
     80.0   -70.566       0.001000     0.755    0.00      -0.003
     60.0   -64.121       0.001000     2.042    0.00      -0.013
     40.0   -55.470       0.001000     5.238    0.00      -0.025
     30.0   -48.985       0.001000     8.440    0.00      -0.034
     25.0   -37.492       0.001000    10.124    0.00      -0.052
