 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.984                  2.989                  0.673              
   950.000                 -1.113                  2.829                  0.849              
   900.000                 -4.897                  2.013                  0.753              
   850.000                 -8.452                  1.347                  0.678              
   800.000                -12.112                  0.853                  0.583              
   750.000                -15.907                  0.453                  0.467              
   700.000                -19.909                  0.214                  0.372              
   650.000                -24.319                  0.113                  0.308              
   600.000                -29.218                  0.063                  0.266              
   550.000                -34.619                  0.025                  0.233              
   500.000                -40.656                  0.019                  0.254              
   450.000                -47.322                  0.016                  0.335              
   400.000                -54.639                  0.014                  0.482              
   350.000                -62.726                  0.013                  0.773              
   300.000                -71.312                  0.004                  0.835              
   250.000                -74.963                  0.003                  0.879              
   200.000                -73.590                  0.001                  0.287              
   150.000                -74.145                  0.001                  0.247              
   100.000                -72.277                  0.001                  0.167              
    80.000                -68.802                  0.001                  0.035              
    60.000                -61.051                  0.001                  0.008              
    40.000                -50.760                  0.001                  0.002              
    30.000                -42.489                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
