  N levels =   24          CBMF=    21.602     SST=    6.47 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.984       2.989222     0.048    0.00       1.185
    950.0    -1.113       2.829446     0.051    0.00       1.393
    900.0    -4.897       2.013335     0.053    0.00       1.528
    850.0    -8.452       1.346735     0.056    0.00       1.546
    800.0   -12.112       0.852969     0.057    0.00       1.635
    750.0   -15.907       0.452797     0.059    0.00       1.625
    700.0   -19.909       0.213553     0.060    0.00       1.556
    650.0   -24.319       0.113334     0.061    0.00       1.448
    600.0   -29.218       0.062828     0.063    0.00       1.302
    550.0   -34.619       0.024977     0.066    0.00       1.022
    500.0   -40.656       0.019169     0.069    0.00       0.924
    450.0   -47.322       0.016231     0.073    0.00       0.924
    400.0   -54.639       0.013889     0.077    0.00       0.859
    350.0   -62.726       0.013025     0.085    0.00       0.836
    300.0   -71.312       0.004465     0.096    0.00       0.573
    250.0   -74.963       0.003054     0.117    0.00       0.478
    200.0   -73.590       0.001000     0.153    0.00       0.331
    150.0   -74.145       0.001000     0.202    0.00       0.213
    100.0   -72.277       0.001000     0.405    0.00       0.054
     80.0   -68.802       0.001000     0.755    0.00      -0.005
     60.0   -61.051       0.001000     2.042    0.00      -0.015
     40.0   -50.760       0.001000     5.238    0.00      -0.028
     30.0   -42.489       0.001000     8.440    0.00      -0.038
     25.0   -26.079       0.001000    10.124    0.00      -0.059
