 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 26.995                 17.130                  0.756              
   975.000                 24.800                 16.896                  0.839              
   950.000                 22.697                 16.819                  0.934              
   925.000                 22.158                 14.221                  0.791              
   900.000                 20.902                 12.915                  0.762              
   875.000                 19.724                 11.739                  0.731              
   850.000                 18.520                 10.733                  0.707              
   825.000                 17.278                  9.853                  0.688              
   800.000                 15.996                  9.064                  0.672              
   775.000                 14.667                  8.337                  0.659              
   750.000                 13.286                  7.697                  0.649              
   725.000                 11.837                  7.091                  0.639              
   700.000                 10.326                  6.517                  0.627              
   675.000                  8.737                  5.947                  0.612              
   650.000                  7.085                  5.379                  0.594              
   625.000                  5.360                  4.820                  0.574              
   600.000                  3.560                  4.236                  0.557              
   575.000                  1.682                  3.718                  0.545              
   550.000                 -0.370                  2.997                  0.516              
   525.000                 -2.012                  2.318                  0.471              
   500.000                 -3.746                  1.805                  0.441              
   475.000                 -5.667                  1.441                  0.421              
   450.000                 -7.874                  1.201                  0.416              
   425.000                -10.477                  1.061                  0.436              
   400.000                -13.565                  0.991                  0.484              
   375.000                -17.191                  0.964                  0.570              
   350.000                -21.349                  0.955                  0.583              
   325.000                -25.965                  0.961                  0.680              
   300.000                -30.235                  0.317                  0.543              
   275.000                -35.175                  0.214                  0.639              
   250.000                -40.712                  0.157                  0.785              
   225.000                -46.903                  0.125                  0.978              
   200.000                -53.813                  0.083                  1.229              
   175.000                -61.522                  0.030                  0.971              
   150.000                -69.198                  0.012                  0.769              
   125.000                -69.872                  0.001                  0.295              
   100.000                -70.810                  0.001                  0.083              
    80.000                -70.791                  0.001                  0.067              
    60.000                -68.366                  0.001                  0.042              
    40.000                -64.211                  0.001                  0.021              
    30.000                -61.862                  0.001                  0.014              
    25.000                -60.998                  0.001                  0.011              
    20.000                -59.598                  0.001                  0.008              
    15.000                -57.250                  0.001                  0.005              
    10.000                -52.438                  0.001                  0.003              
     5.000                -31.963                  0.001                  0.000              
