  N levels =   24          CBMF=    12.030     SST=   18.76 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    16.006       8.323601     0.048    0.00       1.672
    950.0    11.853       8.106866     0.051    0.00       1.706
    900.0     9.180       6.002707     0.053    0.00       1.623
    850.0     6.002       4.704152     0.056    0.00       1.450
    800.0     2.765       3.621301     0.057    0.00       1.425
    750.0    -0.666       2.587826     0.059    0.00       1.441
    700.0    -3.690       1.625556     0.060    0.00       1.494
    650.0    -7.089       1.003036     0.061    0.00       1.497
    600.0   -11.006       0.627448     0.063    0.00       1.443
    550.0   -15.680       0.422734     0.066    0.00       1.308
    500.0   -21.234       0.295020     0.069    0.00       1.196
    450.0   -27.595       0.181327     0.073    0.00       1.245
    400.0   -34.838       0.116131     0.077    0.00       1.276
    350.0   -43.155       0.092329     0.085    0.00       1.198
    300.0   -52.653       0.058133     0.096    0.00       0.928
    250.0   -63.491       0.016308     0.117    0.00       0.745
    200.0   -69.382       0.001964     0.153    0.00       0.239
    150.0   -70.145       0.001000     0.202    0.00       0.017
    100.0   -70.878       0.001000     0.405    0.00      -0.045
     80.0   -69.566       0.001000     0.755    0.00      -0.072
     60.0   -63.620       0.001000     2.042    0.00      -0.191
     40.0   -54.900       0.001000     5.238    0.00      -0.365
     30.0   -48.397       0.001000     8.440    0.00      -0.495
     25.0   -37.724       0.001000    10.124    0.00      -0.708
