  N levels =   24          CBMF=    15.428     SST=   13.26 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    10.379       5.365797     0.048    0.00       1.403
    950.0     6.270       5.183985     0.051    0.00       1.589
    900.0     2.977       3.847325     0.053    0.00       1.521
    850.0    -0.537       2.959939     0.056    0.00       1.466
    800.0    -3.769       2.000085     0.057    0.00       1.539
    750.0    -7.075       1.193782     0.059    0.00       1.581
    700.0   -10.545       0.674194     0.060    0.00       1.541
    650.0   -14.584       0.400646     0.061    0.00       1.420
    600.0   -19.231       0.238955     0.063    0.00       1.231
    550.0   -24.549       0.146549     0.066    0.00       1.050
    500.0   -30.572       0.093106     0.069    0.00       0.979
    450.0   -37.234       0.058088     0.073    0.00       1.047
    400.0   -44.571       0.035280     0.077    0.00       1.032
    350.0   -52.799       0.020615     0.085    0.00       0.857
    300.0   -62.120       0.017083     0.096    0.00       0.680
    250.0   -71.271       0.005382     0.117    0.00       0.320
    200.0   -69.182       0.001000     0.153    0.00       0.089
    150.0   -70.815       0.001000     0.202    0.00      -0.015
    100.0   -70.736       0.001000     0.405    0.00      -0.024
     80.0   -68.558       0.001000     0.755    0.00      -0.046
     60.0   -62.206       0.001000     2.042    0.00      -0.109
     40.0   -53.789       0.001000     5.238    0.00      -0.194
     30.0   -47.848       0.001000     8.440    0.00      -0.253
     25.0   -37.742       0.001000    10.124    0.00      -0.354
