  N levels =   24          CBMF=    15.969     SST=   12.86 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     9.929       5.186976     0.048    0.00       1.295
    950.0     5.822       5.008563     0.051    0.00       1.544
    900.0     2.490       3.720640     0.053    0.00       1.473
    850.0    -1.058       2.863144     0.056    0.00       1.449
    800.0    -4.362       1.905721     0.057    0.00       1.533
    750.0    -7.668       1.091995     0.059    0.00       1.537
    700.0   -11.166       0.570167     0.060    0.00       1.422
    650.0   -15.200       0.299448     0.061    0.00       1.250
    600.0   -19.832       0.164269     0.063    0.00       1.064
    550.0   -25.124       0.097612     0.066    0.00       0.933
    500.0   -31.082       0.061597     0.069    0.00       0.964
    450.0   -37.708       0.041366     0.073    0.00       1.017
    400.0   -45.089       0.037936     0.077    0.00       0.971
    350.0   -53.454       0.040403     0.085    0.00       0.696
    300.0   -62.817       0.015227     0.096    0.00       0.572
    250.0   -71.542       0.005169     0.117    0.00       0.329
    200.0   -69.883       0.001000     0.153    0.00       0.093
    150.0   -72.371       0.001000     0.202    0.00      -0.015
    100.0   -72.356       0.001000     0.405    0.00      -0.016
     80.0   -70.289       0.001000     0.755    0.00      -0.057
     60.0   -63.333       0.001000     2.042    0.00      -0.196
     40.0   -52.688       0.001000     5.238    0.00      -0.409
     30.0   -43.614       0.001000     8.440    0.00      -0.591
     25.0   -26.214       0.001000    10.124    0.00      -0.939
