 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.313                  3.556                  0.669              
   950.000                  1.227                  3.376                  0.841              
   900.000                 -2.526                  2.526                  0.744              
   850.000                 -5.991                  1.728                  0.680              
   800.000                 -9.490                  1.110                  0.574              
   750.000                -13.113                  0.658                  0.440              
   700.000                -17.047                  0.384                  0.331              
   650.000                -21.430                  0.229                  0.259              
   600.000                -26.272                  0.133                  0.219              
   550.000                -31.635                  0.070                  0.212              
   500.000                -37.659                  0.054                  0.259              
   450.000                -44.454                  0.053                  0.421              
   400.000                -51.850                  0.035                  0.651              
   350.000                -59.981                  0.018                  0.779              
   300.000                -68.705                  0.007                  1.021              
   250.000                -73.918                  0.004                  1.007              
   200.000                -71.651                  0.001                  0.157              
   150.000                -72.171                  0.001                  0.117              
   100.000                -70.671                  0.001                  0.072              
    80.000                -67.457                  0.001                  0.041              
    60.000                -59.915                  0.001                  0.014              
    40.000                -49.905                  0.001                  0.003              
    30.000                -41.947                  0.001                  0.001              
    25.000                -26.212                  0.001                  0.000              
