 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.084                  3.472                  0.654              
   950.000                  0.998                  3.294                  0.824              
   900.000                 -2.784                  2.462                  0.747              
   850.000                 -6.275                  1.686                  0.673              
   800.000                 -9.828                  1.088                  0.559              
   750.000                -13.525                  0.639                  0.416              
   700.000                -17.481                  0.316                  0.302              
   650.000                -21.776                  0.176                  0.230              
   600.000                -26.645                  0.095                  0.187              
   550.000                -31.981                  0.043                  0.171              
   500.000                -37.984                  0.027                  0.206              
   450.000                -44.750                  0.026                  0.358              
   400.000                -52.133                  0.020                  0.606              
   350.000                -60.249                  0.015                  0.716              
   300.000                -69.210                  0.006                  0.972              
   250.000                -74.083                  0.004                  1.008              
   200.000                -72.785                  0.001                  0.181              
   150.000                -73.811                  0.001                  0.137              
   100.000                -72.913                  0.001                  0.080              
    80.000                -70.361                  0.001                  0.047              
    60.000                -63.945                  0.001                  0.015              
    40.000                -55.335                  0.001                  0.004              
    30.000                -48.898                  0.001                  0.001              
    25.000                -37.514                  0.001                  0.000              
