 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.849                  4.365                  0.683              
   950.000                  3.753                  4.205                  0.857              
   900.000                  0.244                  3.154                  0.732              
   850.000                 -3.393                  2.379                  0.685              
   800.000                 -6.835                  1.510                  0.587              
   750.000                -10.286                  0.828                  0.459              
   700.000                -14.074                  0.426                  0.354              
   650.000                -18.304                  0.211                  0.287              
   600.000                -23.027                  0.104                  0.256              
   550.000                -28.303                  0.055                  0.263              
   500.000                -34.192                  0.033                  0.327              
   450.000                -40.760                  0.023                  0.495              
   400.000                -48.089                  0.019                  0.703              
   350.000                -56.272                  0.017                  0.864              
   300.000                -65.420                  0.011                  1.052              
   250.000                -73.087                  0.004                  1.004              
   200.000                -70.419                  0.001                  0.171              
   150.000                -71.693                  0.001                  0.127              
   100.000                -70.847                  0.001                  0.085              
    80.000                -67.812                  0.001                  0.053              
    60.000                -59.980                  0.001                  0.020              
    40.000                -49.644                  0.001                  0.006              
    30.000                -41.655                  0.001                  0.002              
    25.000                -26.244                  0.001                  0.001              
