 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.008                  2.995                  0.684              
   950.000                 -1.089                  2.835                  0.859              
   900.000                 -4.873                  2.012                  0.760              
   850.000                 -8.430                  1.345                  0.692              
   800.000                -12.085                  0.846                  0.604              
   750.000                -15.852                  0.461                  0.497              
   700.000                -19.874                  0.245                  0.411              
   650.000                -24.348                  0.125                  0.354              
   600.000                -29.232                  0.060                  0.317              
   550.000                -34.599                  0.025                  0.287              
   500.000                -40.635                  0.019                  0.307              
   450.000                -47.300                  0.016                  0.384              
   400.000                -54.614                  0.014                  0.520              
   350.000                -62.701                  0.013                  0.780              
   300.000                -71.288                  0.004                  0.844              
   250.000                -74.955                  0.003                  0.872              
   200.000                -73.580                  0.001                  0.333              
   150.000                -74.135                  0.001                  0.284              
   100.000                -72.269                  0.001                  0.186              
    80.000                -68.794                  0.001                  0.037              
    60.000                -61.044                  0.001                  0.008              
    40.000                -50.754                  0.001                  0.002              
    30.000                -42.486                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
