  N levels =   24          CBMF=    21.539     SST=    6.49 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.008       2.994585     0.048    0.00       1.273
    950.0    -1.089       2.834924     0.051    0.00       1.278
    900.0    -4.873       2.011783     0.053    0.00       1.496
    850.0    -8.430       1.345002     0.056    0.00       1.506
    800.0   -12.085       0.845884     0.057    0.00       1.603
    750.0   -15.852       0.460667     0.059    0.00       1.610
    700.0   -19.874       0.245360     0.060    0.00       1.563
    650.0   -24.348       0.125368     0.061    0.00       1.483
    600.0   -29.232       0.059797     0.063    0.00       1.365
    550.0   -34.599       0.025220     0.066    0.00       1.128
    500.0   -40.635       0.019287     0.069    0.00       1.052
    450.0   -47.300       0.016325     0.073    0.00       1.069
    400.0   -54.614       0.013943     0.077    0.00       1.017
    350.0   -62.701       0.013088     0.085    0.00       0.960
    300.0   -71.288       0.004483     0.096    0.00       0.764
    250.0   -74.955       0.003058     0.117    0.00       0.637
    200.0   -73.580       0.001000     0.153    0.00       0.488
    150.0   -74.135       0.001000     0.202    0.00       0.276
    100.0   -72.269       0.001000     0.405    0.00       0.068
     80.0   -68.794       0.001000     0.755    0.00      -0.002
     60.0   -61.044       0.001000     2.042    0.00      -0.015
     40.0   -50.754       0.001000     5.238    0.00      -0.028
     30.0   -42.486       0.001000     8.440    0.00      -0.038
     25.0   -26.080       0.001000    10.124    0.00      -0.059
