 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.892                  5.956                  0.683              
   950.000                  7.769                  5.762                  0.857              
   900.000                  4.564                  4.227                  0.729              
   850.000                  1.090                  3.126                  0.661              
   800.000                 -2.355                  2.146                  0.571              
   750.000                 -5.439                  1.215                  0.421              
   700.000                 -8.851                  0.656                  0.300              
   650.000                -12.664                  0.343                  0.214              
   600.000                -17.059                  0.188                  0.165              
   550.000                -22.189                  0.123                  0.155              
   500.000                -28.126                  0.101                  0.192              
   450.000                -34.855                  0.094                  0.305              
   400.000                -42.341                  0.091                  0.574              
   350.000                -50.665                  0.064                  0.845              
   300.000                -59.973                  0.022                  0.898              
   250.000                -69.878                  0.007                  0.999              
   200.000                -66.467                  0.001                  0.087              
   150.000                -67.702                  0.001                  0.071              
   100.000                -68.961                  0.001                  0.057              
    80.000                -69.035                  0.001                  0.045              
    60.000                -66.968                  0.001                  0.025              
    40.000                -64.677                  0.001                  0.012              
    30.000                -65.212                  0.001                  0.010              
    25.000                -70.164                  0.001                  0.016              
