  N levels =   24          CBMF=    21.329     SST=    6.60 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.135       3.028109     0.048    0.00       1.134
    950.0    -0.962       2.869260     0.051    0.00       1.503
    900.0    -4.731       2.042028     0.053    0.00       1.515
    850.0    -8.279       1.360424     0.056    0.00       1.537
    800.0   -11.922       0.854272     0.057    0.00       1.610
    750.0   -15.698       0.466679     0.059    0.00       1.587
    700.0   -19.703       0.246239     0.060    0.00       1.500
    650.0   -24.169       0.131668     0.061    0.00       1.372
    600.0   -29.066       0.063530     0.063    0.00       1.209
    550.0   -34.427       0.026083     0.066    0.00       0.920
    500.0   -40.457       0.019641     0.069    0.00       0.800
    450.0   -47.123       0.016737     0.073    0.00       0.795
    400.0   -54.440       0.014267     0.077    0.00       0.678
    350.0   -62.532       0.013731     0.085    0.00       0.606
    300.0   -71.138       0.004569     0.096    0.00       0.324
    250.0   -74.874       0.003097     0.117    0.00       0.181
    200.0   -73.386       0.001000     0.153    0.00       0.074
    150.0   -73.903       0.001000     0.202    0.00       0.021
    100.0   -72.108       0.001000     0.405    0.00      -0.002
     80.0   -68.669       0.001000     0.755    0.00      -0.009
     60.0   -60.959       0.001000     2.042    0.00      -0.024
     40.0   -50.699       0.001000     5.238    0.00      -0.045
     30.0   -42.452       0.001000     8.440    0.00      -0.061
     25.0   -26.088       0.001000    10.124    0.00      -0.095
