 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.611                  3.335                  0.630              
   950.000                  0.524                  3.159                  0.796              
   900.000                 -3.304                  2.337                  0.740              
   850.000                 -6.822                  1.592                  0.659              
   800.000                -10.383                  1.006                  0.541              
   750.000                -14.055                  0.571                  0.383              
   700.000                -18.028                  0.321                  0.268              
   650.000                -22.438                  0.167                  0.196              
   600.000                -27.275                  0.088                  0.160              
   550.000                -32.619                  0.040                  0.138              
   500.000                -38.583                  0.025                  0.166              
   450.000                -45.318                  0.025                  0.297              
   400.000                -52.727                  0.021                  0.522              
   350.000                -60.854                  0.015                  0.773              
   300.000                -69.746                  0.006                  1.006              
   250.000                -74.292                  0.003                  1.000              
   200.000                -73.105                  0.001                  0.181              
   150.000                -74.138                  0.001                  0.157              
   100.000                -73.186                  0.001                  0.094              
    80.000                -70.592                  0.001                  0.052              
    60.000                -64.142                  0.001                  0.016              
    40.000                -55.485                  0.001                  0.004              
    30.000                -48.994                  0.001                  0.001              
    25.000                -37.490                  0.001                  0.000              
