 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 15.830                  8.257                  0.773              
   950.000                 11.680                  8.035                  0.957              
   900.000                  8.992                  5.947                  0.796              
   850.000                  5.792                  4.668                  0.749              
   800.000                  2.573                  3.543                  0.689              
   750.000                 -0.791                  2.538                  0.635              
   700.000                 -3.910                  1.645                  0.591              
   650.000                 -7.363                  1.020                  0.547              
   600.000                -11.282                  0.616                  0.498              
   550.000                -15.846                  0.378                  0.462              
   500.000                -21.256                  0.265                  0.449              
   450.000                -27.707                  0.238                  0.455              
   400.000                -35.161                  0.174                  0.424              
   350.000                -43.517                  0.081                  0.434              
   300.000                -52.933                  0.039                  0.447              
   250.000                -63.742                  0.016                  0.648              
   200.000                -69.684                  0.002                  0.747              
   150.000                -67.947                  0.001                  0.523              
   100.000                -65.886                  0.001                  0.197              
    80.000                -62.893                  0.001                  0.030              
    60.000                -55.766                  0.001                  0.011              
    40.000                -46.509                  0.001                  0.003              
    30.000                -39.706                  0.001                  0.001              
    25.000                -26.781                  0.001                  0.000              
